GO_terms	namespace	freq
GO:0042884	biological_process	3
GO:0042910	molecular_function	5
GO:0042953	biological_process	1
GO:0043022	molecular_function	6
GO:0043023	molecular_function	2
GO:0043024	molecular_function	1
GO:0043039	biological_process	6
GO:0043043	biological_process	1
GO:0043094	biological_process	1
GO:0043137	biological_process	2
GO:0043138	molecular_function	4
GO:0043165	biological_process	2
GO:0043190	cellular_component	11
GO:0043335	biological_process	1
GO:0043419	biological_process	1
GO:0043527	cellular_component	1
GO:0043530	molecular_function	1
GO:0043531	molecular_function	2
GO:0043565	molecular_function	4
GO:0043590	cellular_component	1
GO:0043682	molecular_function	2
GO:0043684	cellular_component	1
GO:0043768	molecular_function	1
GO:0043772	molecular_function	1
GO:0043952	biological_process	1
GO:0043953	biological_process	3
GO:0044038	biological_process	2
GO:0044097	biological_process	1
GO:0044183	molecular_function	2
GO:0044205	biological_process	1
GO:0044208	biological_process	2
GO:0044209	biological_process	1
GO:0044237	biological_process	2
GO:0044249	biological_process	1
GO:0044262	biological_process	2
GO:0044569	cellular_component	1
GO:0044571	biological_process	1
GO:0044689	molecular_function	2
GO:0044718	biological_process	3
GO:0044780	biological_process	9
GO:0044781	biological_process	2
GO:0044874	biological_process	2
GO:0045004	biological_process	1
GO:0045261	cellular_component	5
GO:0045263	cellular_component	4
GO:0045271	cellular_component	1
GO:0045272	cellular_component	3
GO:0045278	cellular_component	1
GO:0045312	biological_process	1
GO:0045454	biological_process	6
GO:0045727	biological_process	1
GO:0045881	biological_process	1
GO:0045892	biological_process	3
GO:0045910	biological_process	1
GO:0045947	biological_process	1
GO:0046034	biological_process	2
GO:0046040	biological_process	1
GO:0046081	biological_process	1
GO:0046168	biological_process	1
GO:0046256	biological_process	1
GO:0046364	biological_process	1
GO:0046417	biological_process	1
GO:0046429	molecular_function	1
GO:0046474	biological_process	1
GO:0046537	molecular_function	1
GO:0046653	biological_process	1
GO:0046654	biological_process	2
GO:0046655	biological_process	1
GO:0046677	biological_process	1
GO:0046820	molecular_function	1
GO:0046857	molecular_function	1
GO:0046872	molecular_function	28
GO:0046873	molecular_function	1
GO:0046892	biological_process	1
GO:0046912	molecular_function	1
GO:0046914	molecular_function	3
GO:0046933	molecular_function	7
GO:0046944	biological_process	1
GO:0046961	molecular_function	1
GO:0046983	molecular_function	3
GO:0047429	molecular_function	1
GO:0047444	molecular_function	1
GO:0047456	molecular_function	1
GO:0047545	molecular_function	1
GO:0047632	molecular_function	1
GO:0047661	molecular_function	1
GO:0047952	molecular_function	1
GO:0048027	molecular_function	1
GO:0048029	molecular_function	1
GO:0048038	molecular_function	2
GO:0048039	molecular_function	1
GO:0048473	biological_process	1
GO:0048500	cellular_component	1
GO:0050126	molecular_function	2
GO:0050334	molecular_function	1
GO:0050511	molecular_function	1
GO:0050515	molecular_function	1
GO:0050518	molecular_function	1
GO:0050567	molecular_function	2
GO:0050660	molecular_function	6
GO:0050661	molecular_function	9
GO:0050797	molecular_function	1
GO:0050897	molecular_function	1
GO:0050918	biological_process	1
GO:0050992	biological_process	1
GO:0051075	molecular_function	1
GO:0051082	molecular_function	8
GO:0051083	biological_process	1
GO:0051085	biological_process	4
GO:0051087	molecular_function	2
GO:0051096	biological_process	1
GO:0051117	molecular_function	1
GO:0051156	biological_process	2
GO:0051205	biological_process	1
GO:0051287	molecular_function	10
GO:0051301	biological_process	8
GO:0051484	biological_process	1
GO:0051536	molecular_function	21
GO:0051537	molecular_function	4
GO:0051539	molecular_function	14
GO:0051603	biological_process	3
GO:0051604	biological_process	6
GO:0051745	molecular_function	1
GO:0051782	biological_process	2
GO:0051920	molecular_function	1
GO:0051989	molecular_function	1
GO:0052381	molecular_function	1
GO:0052855	molecular_function	1
GO:0052856	molecular_function	1
GO:0052857	molecular_function	1
GO:0052906	molecular_function	1
GO:0055070	biological_process	2
GO:0055085	biological_process	49
GO:0055129	biological_process	1
GO:0055130	biological_process	1
GO:0061024	biological_process	1
GO:0061077	biological_process	1
GO:0061503	molecular_function	1
GO:0061504	biological_process	1
GO:0065002	biological_process	1
GO:0065003	biological_process	1
GO:0070006	molecular_function	2
GO:0070025	molecular_function	1
GO:0070042	molecular_function	1
GO:0070043	molecular_function	1
GO:0070063	molecular_function	1
GO:0070084	biological_process	1
GO:0070085	biological_process	1
GO:0070180	molecular_function	2
GO:0070181	molecular_function	3
GO:0070402	molecular_function	2
GO:0070403	molecular_function	2
GO:0070475	biological_process	3
GO:0070497	molecular_function	1
GO:0070567	molecular_function	1
GO:0070626	molecular_function	1
GO:0070681	biological_process	1
GO:0070905	molecular_function	1
GO:0070930	biological_process	1
GO:0070967	molecular_function	1
GO:0071424	molecular_function	1
GO:0071513	cellular_component	1
GO:0071555	biological_process	5
GO:0071586	biological_process	1
GO:0071704	biological_process	2
GO:0071705	biological_process	3
GO:0071709	biological_process	1
GO:0071916	molecular_function	1
GO:0071951	biological_process	1
GO:0071972	molecular_function	1
GO:0071973	biological_process	15
GO:0071978	biological_process	10
GO:0090071	biological_process	1
GO:0090502	biological_process	1
GO:0097056	biological_process	1
GO:0097367	molecular_function	4
GO:0097510	biological_process	1
GO:0098797	cellular_component	2
GO:0101030	biological_process	1
GO:0110051	biological_process	1
GO:0140359	molecular_function	4
GO:0140662	molecular_function	4
GO:0140663	molecular_function	1
GO:0140664	molecular_function	3
GO:0140673	biological_process	1
GO:1900376	biological_process	1
GO:1900705	biological_process	1
GO:1901135	biological_process	4
GO:1901137	biological_process	1
GO:1901530	biological_process	1
GO:1901565	biological_process	1
GO:1901642	biological_process	1
GO:1902560	cellular_component	1
GO:1902600	biological_process	5
GO:1902670	molecular_function	1
GO:1902758	biological_process	1
GO:1903424	biological_process	1
GO:1903425	molecular_function	1
GO:1903785	biological_process	1
GO:1904047	molecular_function	2
GO:1904659	biological_process	1
GO:1904680	molecular_function	2
GO:1990220	cellular_component	1
GO:1990281	cellular_component	1
GO:1990904	cellular_component	1
