GO_terms	freq	namespace
GO:0046655	1	biological_process
GO:0046677	1	biological_process
GO:0046857	1	molecular_function
GO:0046872	19	molecular_function
GO:0046872	4	molecular_function
GO:0046873	1	molecular_function
GO:0046892	1	biological_process
GO:0046912	1	molecular_function
GO:0046914	2	molecular_function
GO:0046933	1	molecular_function
GO:0046944	1	biological_process
GO:0046961	1	molecular_function
GO:0046983	1	molecular_function
GO:0047444	1	molecular_function
GO:0047456	1	molecular_function
GO:0047632	1	molecular_function
GO:0047661	1	molecular_function
GO:0047952	1	molecular_function
GO:0048027	1	molecular_function
GO:0048029	1	molecular_function
GO:0048039	1	molecular_function
GO:0048473	1	biological_process
GO:0048500	1	cellular_component
GO:0050126	2	molecular_function
GO:0050515	1	molecular_function
GO:0050518	1	molecular_function
GO:0050567	2	molecular_function
GO:0050660	4	molecular_function
GO:0050660	1	molecular_function
GO:0050661	9	molecular_function
GO:0050797	1	molecular_function
GO:0050897	1	molecular_function
GO:0050918	1	biological_process
GO:0051075	1	molecular_function
GO:0051082	8	molecular_function
GO:0051083	1	biological_process
GO:0051085	3	biological_process
GO:0051085	1	biological_process
GO:0051087	1	molecular_function
GO:0051096	1	biological_process
GO:0051117	1	molecular_function
GO:0051156	2	biological_process
GO:0051287	8	molecular_function
GO:0051287	1	molecular_function
GO:0051301	6	biological_process
GO:0051301	1	biological_process
GO:0051484	1	biological_process
GO:0051536	13	molecular_function
GO:0051536	1	molecular_function
GO:0051537	3	molecular_function
GO:0051539	13	molecular_function
GO:0051539	1	molecular_function
GO:0051603	2	biological_process
GO:0051603	1	biological_process
GO:0051604	1	biological_process
GO:0051745	1	molecular_function
GO:0051920	1	molecular_function
GO:0051989	1	molecular_function
GO:0052381	1	molecular_function
GO:0052855	1	molecular_function
GO:0052857	1	molecular_function
GO:0052906	1	molecular_function
GO:0055070	2	biological_process
GO:0055085	21	biological_process
GO:0055085	4	biological_process
GO:0055129	1	biological_process
GO:0055130	1	biological_process
GO:0061024	1	biological_process
GO:0061077	1	biological_process
GO:0061504	1	biological_process
GO:0065002	1	biological_process
GO:0065003	1	biological_process
GO:0070006	1	molecular_function
GO:0070025	1	molecular_function
GO:0070042	1	molecular_function
GO:0070043	1	molecular_function
GO:0070063	1	molecular_function
GO:0070084	1	biological_process
GO:0070180	2	molecular_function
GO:0070181	2	molecular_function
GO:0070402	2	molecular_function
GO:0070403	1	molecular_function
GO:0070403	1	molecular_function
GO:0070475	1	biological_process
GO:0070567	1	molecular_function
GO:0070626	1	molecular_function
GO:0070681	1	biological_process
GO:0070905	1	molecular_function
GO:0070930	1	biological_process
GO:0070967	1	molecular_function
GO:0071424	1	molecular_function
GO:0071513	1	cellular_component
GO:0071555	2	biological_process
GO:0071704	1	biological_process
GO:0071704	1	biological_process
GO:0071705	3	biological_process
GO:0071916	1	molecular_function
GO:0071951	1	biological_process
GO:0071972	1	molecular_function
GO:0071973	4	biological_process
GO:0071973	1	biological_process
GO:0071978	4	biological_process
GO:0071978	3	biological_process
GO:0090502	1	biological_process
GO:0097056	1	biological_process
GO:0097367	3	molecular_function
GO:0097510	1	biological_process
GO:0098797	1	cellular_component
GO:0101030	1	biological_process
GO:0110051	1	biological_process
GO:0140359	2	molecular_function
GO:0140662	4	molecular_function
GO:0140664	3	molecular_function
GO:0140673	1	biological_process
GO:1900376	1	biological_process
GO:1901135	4	biological_process
GO:1901137	1	biological_process
GO:1901530	1	biological_process
GO:1902560	1	cellular_component
GO:1902600	4	biological_process
GO:1902600	1	biological_process
GO:1902670	1	molecular_function
GO:1902758	1	biological_process
GO:1903424	1	biological_process
GO:1903785	1	biological_process
GO:1904047	2	molecular_function
GO:1904659	1	biological_process
GO:1990220	1	cellular_component
GO:1990281	1	cellular_component
GO:1990904	1	cellular_component
GO:0000015	1	cellular_component
GO:0000028	1	biological_process
GO:0000035	1	molecular_function
GO:0000160	3	biological_process
GO:0000160	2	biological_process
GO:0000166	6	molecular_function
GO:0000166	1	molecular_function
GO:0000271	1	biological_process
GO:0000287	1	molecular_function
GO:0000453	1	biological_process
GO:0000725	3	biological_process
GO:0000902	2	biological_process
GO:0000920	3	biological_process
GO:0001514	1	biological_process
GO:0001530	1	molecular_function
GO:0002055	1	molecular_function
GO:0002094	1	molecular_function
GO:0002098	1	biological_process
GO:0002099	2	biological_process
GO:0002184	1	biological_process
GO:0002949	2	biological_process
GO:0003676	33	molecular_function
GO:0003676	3	molecular_function
GO:0003677	3	molecular_function
GO:0003677	6	molecular_function
GO:0003723	38	molecular_function
GO:0003723	3	molecular_function
GO:0003735	3	molecular_function
GO:0003746	1	molecular_function
GO:0003755	1	molecular_function
GO:0003755	4	molecular_function
GO:0003796	1	molecular_function
GO:0003824	6	molecular_function
GO:0003824	4	molecular_function
GO:0003864	1	molecular_function
GO:0003908	1	molecular_function
GO:0003919	1	molecular_function
GO:0003920	1	molecular_function
GO:0003935	2	molecular_function
GO:0003952	1	molecular_function
GO:0003954	1	molecular_function
GO:0003983	1	molecular_function
GO:0003989	2	molecular_function
GO:0004015	1	molecular_function
GO:0004040	1	molecular_function
GO:0004045	1	molecular_function
GO:0004049	2	molecular_function
GO:0004067	1	molecular_function
GO:0004076	1	molecular_function
GO:0004084	1	molecular_function
GO:0004089	2	molecular_function
GO:0004096	2	molecular_function
GO:0004130	1	molecular_function
GO:0004140	1	molecular_function
GO:0004143	1	molecular_function
GO:0004150	1	molecular_function
GO:0004190	1	molecular_function
GO:0004222	1	molecular_function
GO:0004315	1	molecular_function
GO:0004318	1	molecular_function
GO:0004325	1	molecular_function
GO:0004340	1	molecular_function
GO:0004413	1	molecular_function
GO:0004478	1	molecular_function
GO:0004488	1	molecular_function
GO:0004514	1	molecular_function
GO:0004526	1	molecular_function
GO:0004588	1	molecular_function
GO:0004594	1	molecular_function
GO:0004609	1	molecular_function
GO:0004615	1	molecular_function
GO:0004620	1	molecular_function
GO:0004637	1	molecular_function
GO:0004640	1	molecular_function
GO:0004659	2	molecular_function
GO:0004719	1	molecular_function
GO:0004746	1	molecular_function
GO:0004749	1	molecular_function
GO:0004751	1	molecular_function
GO:0004802	1	molecular_function
GO:0004810	1	molecular_function
GO:0004825	1	molecular_function
GO:0004852	1	molecular_function
GO:0005215	4	molecular_function
GO:0005315	1	molecular_function
GO:0005345	1	molecular_function
GO:0005355	1	molecular_function
GO:0005515	1	molecular_function
GO:0005515	19	molecular_function
GO:0005524	2	molecular_function
GO:0005524	2	molecular_function
GO:0005525	3	molecular_function
GO:0005525	1	molecular_function
GO:0005548	1	molecular_function
GO:0005576	1	cellular_component
GO:0005618	1	cellular_component
GO:0005634	1	cellular_component
GO:0005694	2	cellular_component
GO:0005737	5	cellular_component
GO:0005737	2	cellular_component
GO:0005739	1	cellular_component
GO:0005829	53	cellular_component
GO:0005829	5	cellular_component
GO:0005840	8	cellular_component
GO:0005886	11	cellular_component
GO:0005886	3	cellular_component
GO:0005887	1	
GO:0005887	1	
GO:0005971	1	cellular_component
GO:0005975	9	biological_process
GO:0006047	1	biological_process
GO:0006082	1	biological_process
GO:0006085	1	biological_process
GO:0006094	3	biological_process
GO:0006099	7	biological_process
GO:0006139	2	biological_process
GO:0006163	1	biological_process
GO:0006164	1	biological_process
GO:0006207	2	biological_process
GO:0006222	1	biological_process
GO:0006225	1	biological_process
GO:0006228	1	biological_process
GO:0006229	1	biological_process
GO:0006231	1	biological_process
GO:0006259	1	biological_process
GO:0006260	9	biological_process
GO:0006281	1	biological_process
GO:0006285	2	biological_process
GO:0006355	9	biological_process
GO:0006355	2	biological_process
GO:0006364	5	biological_process
GO:0006364	1	biological_process
GO:0006412	2	biological_process
GO:0006413	2	biological_process
GO:0006414	1	biological_process
GO:0006415	3	biological_process
GO:0006418	1	biological_process
GO:0006420	1	biological_process
GO:0006427	1	biological_process
GO:0006429	1	biological_process
GO:0006434	1	biological_process
GO:0006450	1	biological_process
GO:0006457	4	biological_process
GO:0006508	2	biological_process
GO:0006515	1	biological_process
GO:0006518	1	biological_process
GO:0006520	1	biological_process
GO:0006524	1	biological_process
GO:0006525	1	biological_process
GO:0006527	1	biological_process
GO:0006537	1	biological_process
GO:0006561	1	biological_process
GO:0006568	2	biological_process
GO:0006571	1	biological_process
GO:0006605	2	biological_process
GO:0006616	1	biological_process
GO:0006725	1	biological_process
GO:0006729	1	biological_process
GO:0006744	1	biological_process
GO:0006749	2	biological_process
GO:0006772	1	biological_process
GO:0006777	1	biological_process
GO:0006777	2	biological_process
GO:0006782	1	biological_process
GO:0006783	1	biological_process
GO:0006796	1	biological_process
GO:0006801	1	biological_process
GO:0006807	4	biological_process
GO:0006807	1	biological_process
GO:0006813	1	biological_process
GO:0006814	2	biological_process
GO:0006865	2	biological_process
GO:0006880	1	biological_process
GO:0006886	3	biological_process
GO:0006935	5	biological_process
GO:0006979	2	biological_process
GO:0007165	5	biological_process
GO:0008033	2	biological_process
GO:0008033	1	biological_process
GO:0008080	1	molecular_function
GO:0008094	1	molecular_function
GO:0008137	1	molecular_function
GO:0008168	2	molecular_function
GO:0008170	3	molecular_function
GO:0008176	1	molecular_function
GO:0008233	4	molecular_function
GO:0008237	1	molecular_function
GO:0008253	1	molecular_function
GO:0008270	1	molecular_function
GO:0008299	2	biological_process
GO:0008320	2	molecular_function
GO:0008324	1	molecular_function
GO:0008360	2	biological_process
GO:0008410	2	molecular_function
GO:0008444	1	molecular_function
GO:0008483	1	molecular_function
GO:0008610	1	biological_process
GO:0008610	1	biological_process
GO:0008654	1	biological_process
GO:0008658	2	molecular_function
GO:0008666	1	molecular_function
GO:0008690	1	molecular_function
GO:0008713	3	molecular_function
GO:0008757	1	molecular_function
GO:0008763	1	molecular_function
GO:0008781	2	molecular_function
GO:0008836	1	molecular_function
GO:0008837	1	molecular_function
GO:0008864	1	molecular_function
GO:0008883	1	molecular_function
GO:0008897	1	molecular_function
GO:0008901	1	molecular_function
GO:0008930	1	molecular_function
GO:0008962	1	molecular_function
GO:0008967	1	molecular_function
GO:0008972	1	molecular_function
GO:0008976	1	molecular_function
GO:0008986	1	molecular_function
GO:0009014	1	molecular_function
GO:0009039	1	molecular_function
GO:0009055	6	molecular_function
GO:0009058	1	biological_process
GO:0009060	3	biological_process
GO:0009073	2	biological_process
GO:0009116	1	biological_process
GO:0009228	2	biological_process
GO:0009234	2	biological_process
GO:0009244	1	biological_process
GO:0009245	6	biological_process
GO:0009263	1	biological_process
GO:0009279	2	cellular_component
GO:0009279	5	cellular_component
GO:0009288	3	cellular_component
GO:0009294	1	biological_process
GO:0009307	4	biological_process
GO:0009314	1	biological_process
GO:0009318	1	cellular_component
GO:0009376	1	cellular_component
GO:0009378	2	molecular_function
GO:0009380	1	cellular_component
GO:0009396	6	biological_process
GO:0009403	1	biological_process
GO:0009408	3	biological_process
GO:0009425	1	cellular_component
GO:0009431	1	cellular_component
GO:0009446	1	biological_process
GO:0009977	1	molecular_function
GO:0010033	1	biological_process
GO:0010181	1	molecular_function
GO:0010181	1	molecular_function
GO:0015031	1	biological_process
GO:0015074	1	biological_process
GO:0015078	3	molecular_function
GO:0015099	1	molecular_function
GO:0015344	3	molecular_function
GO:0015424	1	molecular_function
GO:0015483	1	molecular_function
GO:0015727	2	biological_process
GO:0015740	1	biological_process
GO:0015813	1	biological_process
GO:0015891	1	biological_process
GO:0015920	1	biological_process
GO:0015935	1	cellular_component
GO:0015940	1	biological_process
GO:0016020	9	cellular_component
GO:0016020	14	cellular_component
GO:0016114	1	biological_process
GO:0016209	1	molecular_function
GO:0016311	1	biological_process
GO:0016410	1	molecular_function
GO:0016462	1	molecular_function
GO:0016491	1	molecular_function
GO:0016491	2	molecular_function
GO:0016597	1	molecular_function
GO:0016616	3	molecular_function
GO:0016616	1	molecular_function
GO:0016620	4	molecular_function
GO:0016625	1	molecular_function
GO:0016651	1	molecular_function
GO:0016684	1	molecular_function
GO:0016722	1	molecular_function
GO:0016740	3	molecular_function
GO:0016740	1	molecular_function
GO:0016746	2	molecular_function
GO:0016747	1	molecular_function
GO:0016757	2	molecular_function
GO:0016757	5	molecular_function
GO:0016765	2	molecular_function
GO:0016772	4	molecular_function
GO:0016776	1	molecular_function
GO:0016783	1	molecular_function
GO:0016787	7	molecular_function
GO:0016787	1	molecular_function
GO:0016788	1	molecular_function
GO:0016788	1	molecular_function
GO:0016790	1	molecular_function
GO:0016791	1	molecular_function
GO:0016829	4	molecular_function
GO:0016829	1	molecular_function
GO:0016836	1	molecular_function
GO:0016838	1	molecular_function
GO:0016874	3	molecular_function
GO:0016874	1	molecular_function
GO:0016881	1	molecular_function
GO:0016887	20	molecular_function
GO:0016903	2	molecular_function
GO:0016987	1	molecular_function
GO:0017004	2	biological_process
GO:0017038	1	biological_process
GO:0018545	1	molecular_function
GO:0018580	1	molecular_function
GO:0019277	1	biological_process
GO:0019288	2	biological_process
GO:0019344	1	biological_process
GO:0019516	1	biological_process
GO:0019534	1	molecular_function
GO:0019631	1	biological_process
GO:0019673	1	biological_process
GO:0019674	1	biological_process
GO:0019877	1	biological_process
GO:0022625	17	cellular_component
GO:0022627	6	cellular_component
GO:0022857	2	molecular_function
GO:0030091	1	biological_process
GO:0030163	1	biological_process
GO:0030170	6	molecular_function
GO:0030255	1	biological_process
GO:0030288	5	cellular_component
GO:0030288	1	cellular_component
GO:0030527	1	molecular_function
GO:0030956	1	cellular_component
GO:0030964	2	cellular_component
GO:0030976	2	molecular_function
GO:0031071	1	molecular_function
GO:0031167	1	biological_process
GO:0031224	1	cellular_component
GO:0031402	1	molecular_function
GO:0031460	1	biological_process
GO:0031669	1	biological_process
GO:0032049	1	biological_process
GO:0032153	3	cellular_component
GO:0032549	1	molecular_function
GO:0032784	2	biological_process
GO:0033214	1	biological_process
GO:0033388	2	biological_process
GO:0033499	1	biological_process
GO:0033554	1	biological_process
GO:0033739	1	molecular_function
GO:0034039	1	molecular_function
GO:0034040	1	molecular_function
GO:0034258	1	biological_process
GO:0034628	1	biological_process
GO:0035243	1	molecular_function
GO:0035444	1	biological_process
GO:0035600	2	biological_process
GO:0036054	1	molecular_function
GO:0036361	1	molecular_function
GO:0036374	1	molecular_function
GO:0036503	1	biological_process
GO:0042026	1	biological_process
GO:0042158	1	biological_process
GO:0042597	1	cellular_component
GO:0042773	2	biological_process
GO:0042834	1	molecular_function
GO:0043022	1	molecular_function
GO:0043039	1	biological_process
GO:0043138	2	molecular_function
GO:0043165	1	biological_process
GO:0043419	1	biological_process
GO:0043684	1	cellular_component
GO:0043768	1	molecular_function
GO:0043772	1	molecular_function
GO:0044569	1	cellular_component
GO:0044780	5	biological_process
GO:0044780	3	biological_process
GO:0044781	1	biological_process
GO:0045261	1	cellular_component
GO:0045454	2	biological_process
GO:0045727	1	biological_process
GO:0045881	1	biological_process
GO:0046081	1	biological_process
GO:0046417	1	biological_process
GO:0046653	1	biological_process
GO:0046820	1	molecular_function
GO:0046872	4	molecular_function
GO:0046872	1	molecular_function
GO:0046914	1	molecular_function
GO:0046933	6	molecular_function
GO:0046983	2	molecular_function
GO:0047429	1	molecular_function
GO:0047545	1	molecular_function
GO:0048038	2	molecular_function
GO:0050334	1	molecular_function
GO:0050511	1	molecular_function
GO:0050660	1	molecular_function
GO:0050992	1	biological_process
GO:0051087	1	molecular_function
GO:0051205	1	biological_process
GO:0051287	1	molecular_function
GO:0051301	1	biological_process
GO:0051536	6	molecular_function
GO:0051536	1	molecular_function
GO:0051537	1	molecular_function
GO:0051604	5	biological_process
GO:0051782	2	biological_process
GO:0052856	1	molecular_function
GO:0055085	24	biological_process
GO:0061503	1	molecular_function
GO:0070006	1	molecular_function
GO:0070085	1	biological_process
GO:0070181	1	molecular_function
GO:0070475	2	biological_process
GO:0070497	1	molecular_function
GO:0071555	3	biological_process
GO:0071586	1	biological_process
GO:0071709	1	biological_process
GO:0071973	10	biological_process
GO:0071978	3	biological_process
GO:0090071	1	biological_process
GO:0097367	1	molecular_function
GO:0098797	1	cellular_component
GO:0140359	2	molecular_function
GO:0140663	1	molecular_function
GO:1900705	1	biological_process
GO:1901565	1	biological_process
GO:1901642	1	biological_process
GO:1903425	1	molecular_function
GO:1904680	2	molecular_function
